customerID,MonthlyCharges,predicted_next_bill,bill_drop,bill_drop_label,recommended_offer,email_sent,customer_segment,enterprise_customer
7590-VHVEG,29.85,30.21856641733214,-0.3685664173321399,Normal,No Offer Needed,False,Regular Customer,False
5575-GNVDE,56.95,56.58404141062617,0.3659585893738324,Normal,No Offer Needed,False,Regular Customer,False
3668-QPYBK,53.85,53.76700828008257,0.08299171991743037,Normal,No Offer Needed,False,Regular Customer,False
7795-CFOCW,42.3,42.33962033385598,-0.039620333855985734,Normal,No Offer Needed,False,Regular Customer,False
9237-HQITU,70.7,70.96875218578386,-0.2687521857838533,Normal,No Offer Needed,False,Regular Customer,False
9305-CDSKC,99.65,99.4710799020043,0.1789200979957002,Normal,No Offer Needed,False,Regular Customer,True
1452-KIOVK,89.1,88.76542805682837,0.33457194317162475,Normal,No Offer Needed,False,Regular Customer,True
6713-OKOMC,29.75,30.052282948124663,-0.30228294812466316,Normal,No Offer Needed,False,Regular Customer,False
7892-POOKP,104.8,104.54695593006095,0.25304406993905104,Normal,No Offer Needed,False,Regular Customer,True
6388-TABGU,56.15,55.85424511453223,0.2957548854677654,Normal,No Offer Needed,False,Regular Customer,True
9763-GRSKD,49.95,49.62689471770007,0.3231052822999345,Normal,No Offer Needed,False,Regular Customer,False
7469-LKBCI,18.95,19.927106474770216,-0.977106474770217,Normal,No Offer Needed,False,Regular Customer,False
8091-TTVAX,100.35,100.31111870145119,0.038881298548801624,Normal,No Offer Needed,False,Regular Customer,True
0280-XJGEX,103.7,103.50174305779727,0.1982569422027325,Normal,No Offer Needed,False,Regular Customer,True
5129-JLPIS,105.5,105.4591369696688,0.040863030331195205,Normal,No Offer Needed,False,Regular Customer,True
3655-SNQYZ,113.25,113.25387430541107,-0.0038743054110739195,Normal,No Offer Needed,False,Regular Customer,True
8191-XWSZG,20.65,20.471171485388666,0.17882851461133242,Normal,No Offer Needed,False,Regular Customer,True
9959-WOFKT,106.7,106.89128499973104,-0.19128499973103885,Normal,No Offer Needed,False,Regular Customer,True
4190-MFLUW,55.2,55.04287568320779,0.1571243167922134,Normal,No Offer Needed,False,Regular Customer,False
4183-MYFRB,90.05,89.82501029010636,0.22498970989363443,Normal,No Offer Needed,False,Regular Customer,True
8779-QRDMV,39.65,40.446383391215704,-0.7963833912157057,Normal,No Offer Needed,False,Regular Customer,False
1680-VDCWW,19.8,20.254494192753285,-0.45449419275328395,Normal,No Offer Needed,False,Regular Customer,False
1066-JKSGK,20.15,20.76986306368246,-0.6198630636824625,Normal,No Offer Needed,False,Regular Customer,False
3638-WEABW,59.9,59.65899628684674,0.24100371315326186,Normal,No Offer Needed,False,Regular Customer,True
6322-HRPFA,59.6,59.34155679559887,0.2584432044011322,Normal,No Offer Needed,False,Regular Customer,False
6865-JZNKO,55.3,55.06290945320316,0.2370905467968356,Normal,No Offer Needed,False,Regular Customer,False
6467-CHFZW,99.35,99.29248295723474,0.057517042765255155,Normal,No Offer Needed,False,Regular Customer,True
8665-UTDHZ,30.2,30.72932864965692,-0.5293286496569216,Normal,No Offer Needed,False,Regular Customer,False
5248-YGIJN,90.25,90.17920584953643,0.07079415046356985,Normal,No Offer Needed,False,Regular Customer,True
8773-HHUOZ,64.7,64.5265080757865,0.1734919242135078,Normal,No Offer Needed,False,Regular Customer,False
3841-NFECX,96.35,96.22124767549619,0.12875232450380736,Normal,No Offer Needed,False,Regular Customer,True
4929-XIHVW,95.5,95.28378397506728,0.21621602493272007,Normal,No Offer Needed,False,Regular Customer,True
6827-IEAUQ,66.15,65.23659796730605,0.913402032693952,High Drop,Personalized Retention Offer,True,Outreach Customer,False
7310-EGVHZ,20.2,20.888335373632554,-0.6883353736325546,Normal,No Offer Needed,False,Regular Customer,False
3413-BMNZE,45.25,45.45603748987413,-0.2060374898741273,Normal,No Offer Needed,False,Regular Customer,False
6234-RAAPL,99.9,99.69339548879417,0.206604511205839,Normal,No Offer Needed,False,Regular Customer,True
6047-YHPVI,69.7,70.0521705361975,-0.35217053619749095,Normal,No Offer Needed,False,Regular Customer,False
6572-ADKRS,74.8,74.75437637457881,0.04562362542118592,Normal,No Offer Needed,False,Regular Customer,False
5380-WJKOV,106.35,106.19565285671253,0.1543471432874668,Normal,No Offer Needed,False,Regular Customer,True
8168-UQWWF,97.85,97.54602629229188,0.30397370770810994,Normal,No Offer Needed,False,Regular Customer,True
8865-TNMNX,49.55,49.04046279372423,0.5095372062757662,High Drop,Online Security Add-on,True,Outreach Customer,False
9489-DEDVP,69.2,68.96042382675076,0.2395761732492474,Normal,No Offer Needed,False,Regular Customer,True
9867-JCZSP,20.75,20.74615510097727,0.0038448990227308855,Normal,No Offer Needed,False,Regular Customer,False
4671-VJLCL,79.85,79.57368417279783,0.2763158272021684,Normal,No Offer Needed,False,Regular Customer,True
4080-IIARD,76.2,75.68746782561968,0.5125321743803255,High Drop,Loyalty Discount Offer,True,Outreach Customer,False
3714-NTNFO,84.5,84.59170465619816,-0.0917046561981607,Normal,No Offer Needed,False,Regular Customer,True
5948-UJZLF,49.25,48.996469257077536,0.25353074292246447,Normal,No Offer Needed,False,Regular Customer,False
7760-OYPDY,80.65,80.76938565861258,-0.11938565861257189,Normal,No Offer Needed,False,Regular Customer,True
7639-LIAYI,79.75,80.13775432507526,-0.38775432507526375,Normal,No Offer Needed,False,Regular Customer,True
2954-PIBKO,64.15,63.80518064705334,0.344819352946665,Normal,No Offer Needed,False,Regular Customer,True
8012-SOUDQ,90.25,89.97230952622022,0.27769047377978495,Normal,No Offer Needed,False,Regular Customer,True
9420-LOJKX,99.1,99.20918601214956,-0.10918601214956425,Normal,No Offer Needed,False,Regular Customer,True
6575-SUVOI,69.5,69.25672748619505,0.2432725138049534,Normal,No Offer Needed,False,Regular Customer,False
7495-OOKFY,80.65,80.44084844004973,0.20915155995027135,Normal,No Offer Needed,False,Regular Customer,True
4667-QONEA,74.85,74.47301631171977,0.37698368828021955,Normal,No Offer Needed,False,Regular Customer,True
1658-BYGOY,95.45,95.65039221075592,-0.20039221075592195,Normal,No Offer Needed,False,Regular Customer,True
8769-KKTPH,99.65,99.74139952897455,-0.09139952897454862,Normal,No Offer Needed,False,Regular Customer,True
5067-XJQFU,108.45,108.10327135529,0.346728644709998,Normal,No Offer Needed,False,Regular Customer,True
3957-SQXML,24.95,25.271479875124058,-0.3214798751240586,Normal,No Offer Needed,False,Regular Customer,False
5954-BDFSG,107.5,107.82421892726757,-0.32421892726756596,Normal,No Offer Needed,False,Regular Customer,True
0434-CSFON,100.5,100.25718612947382,0.2428138705261773,Normal,No Offer Needed,False,Regular Customer,True
1215-FIGMP,89.9,89.63234534603997,0.2676546539600366,Normal,No Offer Needed,False,Regular Customer,True
0526-SXDJP,42.1,41.953257975772885,0.14674202422711602,Normal,No Offer Needed,False,Regular Customer,True
0557-ASKVU,54.4,54.055719756822135,0.3442802431778631,Normal,No Offer Needed,False,Regular Customer,False
5698-BQJOH,94.4,94.48816823662929,-0.08816823662928641,Normal,No Offer Needed,False,Regular Customer,True
5122-CYFXA,75.3,75.13949866910347,0.16050133089652263,Normal,No Offer Needed,False,Regular Customer,False
8627-ZYGSZ,78.9,78.65330257752746,0.24669742247255044,Normal,No Offer Needed,False,Regular Customer,False
3410-YOQBQ,79.2,78.73016397677073,0.4698360232292771,High Drop,Online Security Add-on,True,Outreach Customer,False
3170-NMYVV,20.15,20.213853974548183,-0.06385397454818431,Normal,No Offer Needed,False,Regular Customer,False
7410-OIEDU,79.85,79.46830336796785,0.38169663203214554,Normal,No Offer Needed,False,Regular Customer,False
2273-QCKXA,49.05,48.91749369388324,0.13250630611675973,Normal,No Offer Needed,False,Regular Customer,False
0731-EBJQB,20.4,20.37431278820597,0.025687211794028997,Normal,No Offer Needed,False,Regular Customer,True
1891-QRQSA,111.6,111.58095680588522,0.019043194114772177,Normal,No Offer Needed,False,Regular Customer,True
8028-PNXHQ,24.25,24.131168777752904,0.11883122224709552,Normal,No Offer Needed,False,Regular Customer,True
5630-AHZIL,64.5,64.47278850230074,0.02721149769925546,Normal,No Offer Needed,False,Regular Customer,False
2673-CXQEU,110.5,110.39198132782465,0.10801867217534777,Normal,No Offer Needed,False,Regular Customer,True
6416-JNVRK,55.65,55.92039171555735,-0.2703917155573521,Normal,No Offer Needed,False,Regular Customer,False
5590-ZSKRV,54.65,54.09124002077078,0.5587599792292153,High Drop,Loyalty Discount Offer,True,Outreach Customer,False
0191-ZHSKZ,74.75,74.80799638568413,-0.057996385684134566,Normal,No Offer Needed,False,Regular Customer,False
3887-PBQAO,25.9,25.865288214736847,0.034711785263151995,Normal,No Offer Needed,False,Regular Customer,False
5919-TMRGD,79.35,79.37964916764301,-0.029649167643015062,Normal,No Offer Needed,False,Regular Customer,False
8108-UXRQN,50.55,50.96220445468105,-0.4122044546810528,Normal,No Offer Needed,False,Regular Customer,False
9191-MYQKX,75.15,74.88573799111798,0.264262008882028,Normal,No Offer Needed,False,Regular Customer,False
9919-YLNNG,103.8,103.37180575805208,0.4281942419479208,High Drop,Premium Entertainment Bundle,True,Outreach Customer,True
0318-ZOPWS,20.15,20.320789058379113,-0.17078905837911407,Normal,No Offer Needed,False,Regular Customer,False
4445-ZJNMU,99.3,99.11335487672689,0.18664512327310945,Normal,No Offer Needed,False,Regular Customer,True
4808-YNLEU,62.15,61.93770879106119,0.21229120893880804,Normal,No Offer Needed,False,Regular Customer,False
1862-QRWPE,20.65,20.76668228296037,-0.11668228296037242,Normal,No Offer Needed,False,Regular Customer,False
2796-NNUFI,19.95,19.824343381669493,0.12565661833050612,Normal,No Offer Needed,False,Regular Customer,False
3016-KSVCP,33.75,33.70784234464927,0.04215765535072791,Normal,No Offer Needed,False,Regular Customer,False
4767-HZZHQ,82.05,81.46980683159578,0.5801931684042216,High Drop,Premium Entertainment Bundle,True,Outreach Customer,True
2424-WVHPL,74.7,74.81079753087577,-0.1107975308757716,Normal,No Offer Needed,False,Regular Customer,False
7233-PAHHL,84.0,83.59212753797033,0.40787246202967253,Normal,No Offer Needed,False,Regular Customer,True
6067-NGCEU,111.05,110.99902528790312,0.050974712096873986,Normal,No Offer Needed,False,Regular Customer,True
9848-JQJTX,100.9,100.97751305099848,-0.07751305099847627,Normal,No Offer Needed,False,Regular Customer,True
8637-XJIVR,78.95,79.09462141279353,-0.14462141279352636,Normal,No Offer Needed,False,Regular Customer,False
9803-FTJCG,66.85,66.4349228378643,0.4150771621356881,Normal,No Offer Needed,False,Regular Customer,True
0278-YXOOG,21.05,21.62014788716683,-0.5701478871668293,Normal,No Offer Needed,False,Regular Customer,False
3212-KXOCR,21.0,21.378113986852075,-0.37811398685207465,Normal,No Offer Needed,False,Regular Customer,True
4598-XLKNJ,98.5,98.25915891594339,0.24084108405661198,Normal,No Offer Needed,False,Regular Customer,True
6380-ARCEH,20.2,20.6574406286805,-0.4574406286805015,Normal,No Offer Needed,False,Regular Customer,False
3679-XASPY,19.45,19.987012846262964,-0.5370128462629644,Normal,No Offer Needed,False,Regular Customer,False
7123-WQUHX,95.0,94.57678489358975,0.42321510641025384,High Drop,Premium Entertainment Bundle,True,Outreach Customer,True
5386-THSLQ,45.55,45.045734819675275,0.5042651803247225,High Drop,Online Security Add-on,True,Outreach Customer,True
3192-NQECA,110.0,110.05263184509688,-0.05263184509688301,Normal,No Offer Needed,False,Regular Customer,True
6180-YBIQI,24.3,24.701236232829377,-0.40123623282937615,Normal,No Offer Needed,False,Regular Customer,False
6728-DKUCO,104.15,104.05307589420417,0.09692410579583566,Normal,No Offer Needed,False,Regular Customer,True
9750-BOOHV,30.15,30.264455268515835,-0.11445526851583665,Normal,No Offer Needed,False,Regular Customer,False
8597-CWYHH,94.35,94.1265109293703,0.22348907062969658,Normal,No Offer Needed,False,Regular Customer,True
2848-YXSMW,19.4,19.506403117516047,-0.1064031175160487,Normal,No Offer Needed,False,Regular Customer,True
0486-HECZI,96.75,96.71128909049723,0.03871090950276823,Normal,No Offer Needed,False,Regular Customer,True
4549-ZDQYY,57.95,57.819310194770004,0.1306898052299985,Normal,No Offer Needed,False,Regular Customer,True
5712-AHQNN,91.65,91.30411199153471,0.34588800846529466,Normal,No Offer Needed,False,Regular Customer,True
4846-WHAFZ,76.5,76.50691784376951,-0.00691784376951432,Normal,No Offer Needed,False,Regular Customer,False
5256-SKJGO,54.6,54.67829439107708,-0.0782943910770797,Normal,No Offer Needed,False,Regular Customer,True
3071-VBYPO,89.85,89.4912676075346,0.3587323924653987,Normal,No Offer Needed,False,Regular Customer,True
9560-BBZXK,31.05,31.594828730948606,-0.5448287309486055,Normal,No Offer Needed,False,Regular Customer,False
5299-RULOA,100.25,100.13090255137512,0.1190974486248848,Normal,No Offer Needed,False,Regular Customer,True
8402-OOOHJ,20.65,20.82619777011688,-0.17619777011688242,Normal,No Offer Needed,False,Regular Customer,False
9445-ZUEQE,85.2,84.72795090001311,0.47204909998689004,High Drop,Premium Entertainment Bundle,True,Outreach Customer,True
1091-SOZGA,99.8,99.55254559981533,0.24745440018466525,Normal,No Offer Needed,False,Regular Customer,True
2928-HLDBA,20.7,21.011358445431537,-0.31135844543153723,Normal,No Offer Needed,False,Regular Customer,False
0404-SWRVG,74.4,74.5903255836068,-0.19032558360679275,Normal,No Offer Needed,False,Regular Customer,False
6497-TILVL,50.7,50.347333860594745,0.35266613940525815,Normal,No Offer Needed,False,Regular Customer,False
7219-TLZHO,20.85,20.9492564116613,-0.0992564116612975,Normal,No Offer Needed,False,Regular Customer,False
4622-YNKIJ,88.95,89.30385236597401,-0.3538523659740065,Normal,No Offer Needed,False,Regular Customer,True
4412-YLTKF,78.05,77.96198227189969,0.08801772810031139,Normal,No Offer Needed,False,Regular Customer,False
6734-PSBAW,23.55,23.452137872241547,0.09786212775845371,Normal,No Offer Needed,False,Regular Customer,True
3930-ZGWVE,19.75,20.211595593124382,-0.4615955931243825,Normal,No Offer Needed,False,Regular Customer,False
2639-UGMAZ,56.45,56.75530492055783,-0.30530492055783043,Normal,No Offer Needed,False,Regular Customer,True
2876-GZYZC,85.95,86.00421078452534,-0.05421078452533834,Normal,No Offer Needed,False,Regular Customer,True
6207-WIOLX,58.6,58.71572078873789,-0.11572078873788882,Normal,No Offer Needed,False,Regular Customer,False
8587-XYZSF,50.55,50.55568097437858,-0.0056809743785848354,Normal,No Offer Needed,False,Regular Customer,True
3091-FYHKI,35.45,36.484203806041954,-1.0342038060419512,Normal,No Offer Needed,False,Regular Customer,False
2372-HWUHI,44.35,44.87089365209616,-0.5208936520961558,Normal,No Offer Needed,False,Regular Customer,False
7799-LGRDP,25.7,26.149139977365127,-0.4491399773651281,Normal,No Offer Needed,False,Regular Customer,False
7850-VWJUU,75.0,75.00582065301734,-0.005820653017337918,Normal,No Offer Needed,False,Regular Customer,False
3774-VBNXY,20.2,19.892278798198138,0.30772120180186135,Normal,No Offer Needed,False,Regular Customer,True
6217-KDYWC,19.6,19.573036606626722,0.026963393373279132,Normal,No Offer Needed,False,Regular Customer,True
0390-DCFDQ,70.45,70.20900199652131,0.24099800347869405,Normal,No Offer Needed,False,Regular Customer,False
3146-MSEGF,88.05,87.82890505228714,0.22109494771285654,Normal,No Offer Needed,False,Regular Customer,True
4080-OGPJL,71.15,71.37990241160406,-0.22990241160405844,Normal,No Offer Needed,False,Regular Customer,False
1095-WGNGG,101.05,100.9689200892603,0.08107991073970311,Normal,No Offer Needed,False,Regular Customer,True
2636-SJDOU,84.3,84.32814195761979,-0.028141957619794766,Normal,No Offer Needed,False,Regular Customer,True
1131-QQZEB,23.95,23.896463852911758,0.05353614708824139,Normal,No Offer Needed,False,Regular Customer,True
5716-EZXZN,99.05,98.95455540448371,0.09544459551628393,Normal,No Offer Needed,False,Regular Customer,True
6837-BJYDQ,19.6,20.060323717773418,-0.4603237177734165,Normal,No Offer Needed,False,Regular Customer,False
2135-RXIHG,45.65,46.14539268534163,-0.49539268534163483,Normal,No Offer Needed,False,Regular Customer,False
6440-DKQGE,64.5,64.14928262048915,0.35071737951085424,Normal,No Offer Needed,False,Regular Customer,False
3466-BYAVD,69.5,68.70312264118968,0.7968773588103204,High Drop,Loyalty Discount Offer,True,Outreach Customer,False
3780-YVMFA,68.55,68.3961370177025,0.15386298229749684,Normal,No Offer Needed,False,Regular Customer,False
3874-EQOEP,95.0,94.76671924531466,0.23328075468533882,Normal,No Offer Needed,False,Regular Customer,True
1679-JRFBR,108.15,108.01419857921938,0.13580142078062352,Normal,No Offer Needed,False,Regular Customer,True
9073-ZZIAY,86.1,85.98348787608802,0.11651212391197419,Normal,No Offer Needed,False,Regular Customer,True
3077-RSNTJ,19.7,19.790314887105193,-0.09031488710519398,Normal,No Offer Needed,False,Regular Customer,False
6551-GNYDG,80.9,80.71493729296817,0.18506270703183247,Normal,No Offer Needed,False,Regular Customer,True
9167-APMXZ,84.15,83.8402285996755,0.30977140032450734,Normal,No Offer Needed,False,Regular Customer,True
2749-CTKAJ,20.15,20.160232279372856,-0.010232279372857533,Normal,No Offer Needed,False,Regular Customer,False
6371-NZYEG,64.25,63.84806865219246,0.40193134780754036,Normal,No Offer Needed,False,Regular Customer,False
7554-NEWDD,25.7,26.36444700067599,-0.6644470006759917,Normal,No Offer Needed,False,Regular Customer,False
8992-VONJD,56.0,55.90639157624132,0.09360842375868117,Normal,No Offer Needed,False,Regular Customer,False
0867-MKZVY,82.4,82.42538178112409,-0.02538178112408218,Normal,No Offer Needed,False,Regular Customer,True
4482-EWFMI,69.7,69.81272426830213,-0.11272426830213078,Normal,No Offer Needed,False,Regular Customer,False
4648-YPBTM,73.9,73.67451308118625,0.2254869188137576,Normal,No Offer Needed,False,Regular Customer,True
2907-ILJBN,20.6,20.65003514644429,-0.05003514644428719,Normal,No Offer Needed,False,Regular Customer,False
6345-FZOQH,19.9,19.724958739870733,0.1750412601292659,Normal,No Offer Needed,False,Regular Customer,True
3376-BMGFE,70.9,71.00517484399731,-0.10517484399730392,Normal,No Offer Needed,False,Regular Customer,False
5997-OPVFA,89.05,88.77070311649072,0.27929688350927506,Normal,No Offer Needed,False,Regular Customer,True
3445-HXXGF,45.3,45.41955345784497,-0.1195534578449724,Normal,No Offer Needed,False,Regular Customer,True
1159-WFSGR,20.4,20.762931525748684,-0.36293152574868515,Normal,No Offer Needed,False,Regular Customer,False
7654-YWJUF,84.25,83.9432801818647,0.30671981813530635,Normal,No Offer Needed,False,Regular Customer,True
1875-QIVME,104.4,103.94989830614487,0.45010169385513166,High Drop,Premium Entertainment Bundle,True,Outreach Customer,True
6727-IOTLZ,81.95,81.39082886012787,0.5591711398721344,High Drop,Online Security Add-on,True,Outreach Customer,True
0691-JVSYA,94.85,94.78473236394552,0.06526763605447172,Normal,No Offer Needed,False,Regular Customer,True
5918-VUKWP,20.55,20.83045904527983,-0.2804590452798301,Normal,No Offer Needed,False,Regular Customer,False
1744-JHKYS,24.7,24.818870034609475,-0.11887003460947554,Normal,No Offer Needed,False,Regular Customer,False
2656-FMOKZ,74.45,74.18437464171909,0.26562535828091427,Normal,No Offer Needed,False,Regular Customer,False
2070-FNEXE,76.45,76.6025660759718,-0.15256607597179084,Normal,No Offer Needed,False,Regular Customer,False
5947-SGKCL,105.35,104.43663722851389,0.9133627714861063,High Drop,Premium Entertainment Bundle,True,Outreach Customer,True
3712-PKXZA,20.55,20.645949719340678,-0.09594971934067686,Normal,No Offer Needed,False,Regular Customer,True
6317-YPKDH,29.95,30.470698744826183,-0.5206987448261842,Normal,No Offer Needed,False,Regular Customer,False
6582-OIVSP,45.3,45.18510242458913,0.11489757541086476,Normal,No Offer Needed,False,Regular Customer,False
9367-WXLCH,84.5,84.6367942792997,-0.136794279299707,Normal,No Offer Needed,False,Regular Customer,True
5524-KHNJP,74.75,74.65535511144503,0.09464488855496711,Normal,No Offer Needed,False,Regular Customer,False
1918-ZBFQJ,79.25,79.08900079717058,0.16099920282941582,Normal,No Offer Needed,False,Regular Customer,False
1024-GUALD,24.8,25.558802792383673,-0.7588027923836727,Normal,No Offer Needed,False,Regular Customer,False
4827-USJHP,51.8,51.42391865106838,0.3760813489316206,Normal,No Offer Needed,False,Regular Customer,False
8167-GJLRN,30.4,31.090682901973608,-0.6906829019736094,Normal,No Offer Needed,False,Regular Customer,False
0956-SYCWG,19.65,20.299265017884217,-0.6492650178842183,Normal,No Offer Needed,False,Regular Customer,False
8017-UVSZU,56.6,56.26786379566823,0.3321362043317748,Normal,No Offer Needed,False,Regular Customer,False
7100-FQPRV,71.9,71.8729174947157,0.02708250528431222,Normal,No Offer Needed,False,Regular Customer,False
2472-OVKUP,91.0,90.83051179521786,0.16948820478214088,Normal,No Offer Needed,False,Regular Customer,True
2984-RGEYA,19.75,19.62174818421928,0.12825181578072176,Normal,No Offer Needed,False,Regular Customer,True
9680-NIAUV,109.7,109.80908449399296,-0.1090844939929525,Normal,No Offer Needed,False,Regular Customer,True
2146-EGVDT,19.3,19.569909510454192,-0.2699095104541911,Normal,No Offer Needed,False,Regular Customer,True
2604-IJPDU,96.55,96.15130442527445,0.3986955747255507,Normal,No Offer Needed,False,Regular Customer,True
9178-JHUVJ,24.1,24.385420304347253,-0.28542030434725163,Normal,No Offer Needed,False,Regular Customer,False
6168-YBYNP,111.35,111.17075210243891,0.1792478975610834,Normal,No Offer Needed,False,Regular Customer,True
7255-SSFBC,112.25,112.04651743473241,0.203482565267592,Normal,No Offer Needed,False,Regular Customer,True
3645-DEYGF,20.75,21.098880114404647,-0.34888011440464695,Normal,No Offer Needed,False,Regular Customer,False
9323-HGFWY,101.9,101.91106574069701,-0.011065740697006277,Normal,No Offer Needed,False,Regular Customer,True
8544-GOQSH,80.05,79.87904069780228,0.1709593021977156,Normal,No Offer Needed,False,Regular Customer,True
3363-DTIVD,105.55,105.78694312318481,-0.23694312318481536,Normal,No Offer Needed,False,Regular Customer,True
7018-WBJNK,78.3,78.32071014526302,-0.02071014526302406,Normal,No Offer Needed,False,Regular Customer,False
9142-KZXOP,68.85,69.07484583088784,-0.22484583088784404,Normal,No Offer Needed,False,Regular Customer,False
7674-YTAFD,79.95,79.64883891903612,0.3011610809638796,Normal,No Offer Needed,False,Regular Customer,False
6348-SNFUS,55.45,55.60242340374026,-0.15242340374025787,Normal,No Offer Needed,False,Regular Customer,True
1285-OKIPP,79.9,80.34931034560613,-0.44931034560612204,Normal,No Offer Needed,False,Regular Customer,False
7825-ECJRF,106.6,106.55740149117788,0.04259850882210969,Normal,No Offer Needed,False,Regular Customer,True
1347-KTTTA,102.45,102.36653975904677,0.08346024095322946,Normal,No Offer Needed,False,Regular Customer,True
7841-TZDMQ,46.0,46.523354971170825,-0.523354971170825,Normal,No Offer Needed,False,Regular Customer,False
4195-NZGTA,25.25,25.990777955750907,-0.7407779557509073,Normal,No Offer Needed,False,Regular Customer,False
7157-SMCFK,19.75,19.671411850879338,0.07858814912066237,Normal,No Offer Needed,False,Regular Customer,True
4709-LKHYG,20.0,20.233462683664026,-0.23346268366402612,Normal,No Offer Needed,False,Regular Customer,False
2504-DSHIH,86.8,86.83883361779931,-0.03883361779931249,Normal,No Offer Needed,False,Regular Customer,True
0699-NDKJM,58.75,58.53402854200785,0.215971457992147,Normal,No Offer Needed,False,Regular Customer,True
9286-BHDQG,45.25,45.13569542910307,0.1143045708969268,Normal,No Offer Needed,False,Regular Customer,True
0230-WEQUW,56.6,56.4425593595399,0.1574406404601021,Normal,No Offer Needed,False,Regular Customer,True
2040-LDIWQ,84.2,83.70096033813354,0.49903966186646187,High Drop,Online Security Add-on,True,Outreach Customer,True
6496-JDSSB,80.0,79.81735863625939,0.1826413637406148,Normal,No Offer Needed,False,Regular Customer,False
9408-SSNVZ,70.15,70.41826269363683,-0.268262693636828,Normal,No Offer Needed,False,Regular Customer,False
4443-EMBNA,24.75,24.61656667735922,0.13343332264078,Normal,No Offer Needed,False,Regular Customer,True
6469-MRVET,20.2,20.812797353033538,-0.6127973530335389,Normal,No Offer Needed,False,Regular Customer,False
0742-MOABM,50.05,49.924751856291714,0.12524814370828352,Normal,No Offer Needed,False,Regular Customer,False
5961-VUSRV,19.35,19.834051251160716,-0.48405125116071446,Normal,No Offer Needed,False,Regular Customer,False
6778-JFCMK,50.6,50.89273849472158,-0.29273849472157565,Normal,No Offer Needed,False,Regular Customer,False
6341-JVQGF,81.15,80.44599878577431,0.7040012142256984,High Drop,Personalized Retention Offer,True,Outreach Customer,True
2232-DMLXU,55.2,54.97471754821212,0.22528245178788353,Normal,No Offer Needed,False,Regular Customer,False
4811-JBUVU,89.9,90.03399448680027,-0.13399448680026183,Normal,No Offer Needed,False,Regular Customer,True
0945-TSONX,85.3,85.1913538053091,0.1086461946908912,Normal,No Offer Needed,False,Regular Customer,True
2651-ZCBXV,108.0,108.32545891191758,-0.32545891191757903,Normal,No Offer Needed,False,Regular Customer,True
3316-UWXUY,93.5,93.74460494628359,-0.2446049462835873,Normal,No Offer Needed,False,Regular Customer,True
8937-RDTHP,84.6,84.66767530798404,-0.06767530798404664,Normal,No Offer Needed,False,Regular Customer,True
7083-MIOPC,20.25,20.537934401370574,-0.287934401370574,Normal,No Offer Needed,False,Regular Customer,True
1984-GPTEH,25.15,25.451618685328736,-0.30161868532873726,Normal,No Offer Needed,False,Regular Customer,False
1251-KRREG,54.4,54.11310941040144,0.2868905895985563,Normal,No Offer Needed,False,Regular Customer,False
